PCs1,PCs2,PCs3,PCs4,PCs5,PCs6,PCs7,PCs8,PCs9,PCs10,PCs11,PCs12,PCs13,PCs14,PCs15,PCs16,PCs17,PCs18,PCs19,PCs20,PCs21,PCs22,PCs23,PCs24,PCs25,PCs26,PCs27,PCs28,PCs29,PCs30,PCs31,PCs32,PCs33,PCs34,PCs35,PCs36,PCs37,PCs38,PCs39,PCs40,PCs41,PCs42,PCs43,PCs44,PCs45,PCs46,PCs47,PCs48,PCs49,PCs50
-0.026014816015958786,0.0032541167456656694,0.00189793121535331,-0.03626256808638573,0.01678161509335041,0.030846191570162773,0.07814205437898636,-0.009149116463959217,-0.03222060203552246,-0.04935142397880554,-0.05068563297390938,0.010109582915902138,0.04684808477759361,-0.07062534242868423,0.04194570705294609,-0.02475736476480961,-0.04345709830522537,-0.04156030714511871,0.004192523192614317,0.0035651593934744596,0.011352594010531902,0.012416674755513668,-0.03370518609881401,0.027518967166543007,-0.01974240131676197,0.06449951231479645,0.00282695097848773,-0.007550946902483702,0.002061707666143775,-0.01785467378795147,0.015518814325332642,-0.029332907870411873,0.039257604628801346,-0.024856552481651306,-0.031008798629045486,0.023975538089871407,-0.01303509995341301,-0.006016520783305168,-0.00440869340673089,-0.006772766821086407,0.0023090827744454145,-0.040332064032554626,0.03828730061650276,0.023176731541752815,0.04563448205590248,0.04337022081017494,0.00431399792432785,-0.005099595990031958,0.0145387789234519,-0.0006745111895725131
-0.008278241381049156,0.009083189070224762,-0.0007814727141521871,0.008882627822458744,-0.006364957895129919,0.0070829009637236595,-0.03636087104678154,0.031604867428541183,0.04485141858458519,-0.01537244487553835,-0.03883456066250801,0.04200279340147972,-0.021343344822525978,0.05117179825901985,0.02099563553929329,-0.0245815459638834,-0.007151151075959206,-0.0518120676279068,0.005433224607259035,0.010223828256130219,0.016977397724986076,-0.012351893819868565,0.034964483231306076,-0.003284479258581996,-0.030558515340089798,0.006844293791800737,-0.002733526285737753,-0.021127579733729362,-0.021435754373669624,0.01789666898548603,-0.01065848022699356,-0.013823590241372585,0.009412704035639763,-0.04829142615199089,0.00537068722769618,0.007498549297451973,-0.05046626180410385,-0.015136881731450558,-0.03499041870236397,0.014332962222397327,0.04169536381959915,-0.02193324640393257,0.017417142167687416,0.0020122192800045013,-0.01497544627636671,0.021932201460003853,0.0022387360222637653,0.030817396938800812,-0.009054894559085369,-0.002878986531868577
-0.003315186593681574,0.003209684044122696,0.0002798497735057026,-0.001740876818075776,-0.00036303704837337136,-0.00040509324753656983,-0.0004976149066351354,-0.005716504529118538,0.0023653486277908087,-0.0032666160259395838,0.0031549441628158092,-0.011074898764491081,0.004608583636581898,-0.004065527115017176,-0.005474311299622059,0.007049892097711563,-0.005835787858814001,-0.0005187634960748255,0.001111045479774475,-0.004310174845159054,0.0017060601385310292,-0.004524756222963333,-0.00542273698374629,0.00361728691495955,-0.0017545053269714117,-0.0051666926592588425,0.007965974509716034,-0.0003585450176615268,0.004927406553179026,0.01764190010726452,-0.0017784272786229849,0.0046930923126637936,0.000737063295673579,0.0050467331893742085,0.005184115841984749,0.00491778738796711,0.018116511404514313,-0.007615610025823116,-0.011181691661477089,0.0075140222907066345,-0.0018683008383959532,0.006612041965126991,-0.003862694837152958,-0.005953080486506224,0.00039308948908001184,0.010591167025268078,-0.009245212189853191,0.010144076310098171,-0.000591212185099721,0.0015109560918062925
0.010650732554495335,-0.00026816147146746516,-0.0070080747827887535,0.0023661162704229355,-0.0038788560777902603,-0.022955678403377533,0.02023712545633316,-0.017078032717108727,0.008605322800576687,-0.03221487998962402,-0.020129425451159477,0.012115523219108582,0.01534204464405775,-0.028777658939361572,-0.001961140427738428,0.033825527876615524,-0.03036717139184475,-0.012457120232284069,-0.017977891489863396,-0.036011334508657455,-0.04182302579283714,0.004955317359417677,0.0700065866112709,0.020065942779183388,0.005163820460438728,0.005515551660209894,-0.0627581924200058,0.038988884538412094,0.004547263029962778,0.006426888518035412,-0.0186011865735054,0.009620814584195614,-0.03289027139544487,-0.005584522616118193,0.027300257235765457,0.01831626333296299,0.027342746034264565,-0.024350015446543694,0.0022941126953810453,0.003908003214746714,0.0010465225204825401,0.0014905590796843171,-0.0193497147411108,0.02193601056933403,-0.028322549536824226,0.05038433149456978,-0.021618356928229332,0.028596099466085434,-0.0183834508061409,-0.027103450149297714
0.013711879029870033,0.027387849986553192,-0.010785499587655067,0.006192793603986502,0.01825633831322193,0.020276326686143875,0.03030257672071457,-0.030284995213150978,-0.008638504892587662,-0.05019975081086159,0.008686849847435951,-0.00819363258779049,0.02658926509320736,-0.026716141030192375,-0.00585629977285862,-0.008469189517199993,0.039658136665821075,-0.015001984313130379,-0.026651855558156967,-0.02862350456416607,-0.0024310925509780645,0.05282782018184662,-0.06539192795753479,-0.02256731502711773,0.01713879033923149,0.017595745623111725,0.05303291976451874,0.01162415836006403,-0.024260276928544044,0.015158054418861866,-0.0025869866367429495,-0.021738648414611816,-0.004451739601790905,-0.012949294410645962,-0.046150509268045425,-0.05562881380319595,0.0006620094645768404,0.014241435565054417,-0.03394145518541336,-0.0025242867413908243,0.003511196468025446,0.02228013053536415,0.002130785258486867,0.015499129891395569,-0.026488563045859337,0.007627271115779877,-0.008915115147829056,0.00408796314150095,-0.017982132732868195,0.024899397045373917
-0.026637151837348938,0.0108525101095438,0.0024876261595636606,-0.033588457852602005,0.020516933873295784,0.04235251620411873,0.07513292878866196,-0.03912767022848129,-0.04900529235601425,-0.03800201043486595,-0.03039262257516384,0.027286948636174202,0.016527270898222923,0.007849927991628647,-0.0029517519287765026,-0.0036931659560650587,0.00845037680119276,-0.03615349158644676,-0.03912397846579552,0.006896005477756262,0.01765904761850834,-0.023017656058073044,0.0066672200337052345,-0.007020964752882719,0.014831122010946274,0.014360660687088966,0.006811716593801975,0.010620445013046265,0.018785281106829643,0.013334030285477638,-0.019055593758821487,0.008241895586252213,-0.00941211637109518,-0.03448903560638428,0.0006219181814230978,-0.025318719446659088,0.01424827054142952,0.002978126285597682,-0.01702655851840973,-0.03382661193609238,-0.015509083867073059,0.003232336603105068,-0.010082350112497807,-0.0035359738394618034,0.031332097947597504,0.013570272363722324,0.032435327768325806,0.016117997467517853,-0.020135900005698204,0.010012082755565643
-0.0017423775279894471,0.006298412103205919,-0.000136688380734995,0.002486900892108679,-0.006472786422818899,0.034060556441545486,-0.013327157124876976,0.0010737867560237646,-0.010661511681973934,0.028803497552871704,0.029693491756916046,-0.006513310130685568,-0.003984075039625168,0.0012133653508499265,-0.01629790849983692,-0.004498086404055357,-0.00020648672943934798,-0.009342413395643234,0.00822041928768158,0.0017469213344156742,0.007312971632927656,0.003393330378457904,0.003372470149770379,0.013976740650832653,0.00889500044286251,0.016778981313109398,0.018252182751893997,0.018386656418442726,-0.03506917878985405,0.0005515865050256252,0.013153367675840855,0.002152753062546253,0.012533770874142647,0.005984030663967133,0.005501666571944952,0.023833736777305603,0.006835137493908405,0.011055434122681618,0.007369326893240213,-0.010523985140025616,-0.0020908534061163664,0.004737652838230133,0.010374476201832294,0.015539624728262424,-0.0029865242540836334,0.01014663279056549,-0.004091770388185978,-2.5388368158019148e-05,-0.0001120034430641681,0.009275591932237148
0.022413237020373344,0.016376784071326256,-5.736167076975107e-05,-0.0033474669326096773,-0.05262977257370949,-0.008175073191523552,0.009314005263149738,-0.01099678035825491,0.006190374493598938,-0.021474959328770638,0.021151810884475708,0.02945689857006073,0.0321119986474514,0.012766293250024319,-0.01904202811419964,-0.024935981258749962,-0.009488864801824093,0.06259220093488693,-0.017425626516342163,0.016079271212220192,-0.008310217410326004,-0.011159412562847137,-0.02695786952972412,0.009793892502784729,-0.02011496014893055,0.02028440497815609,-0.008462690748274326,-0.003178174840286374,-0.0036093529779464006,0.06556952744722366,-0.009227490052580833,0.005804404616355896,-0.004903996363282204,-0.0314103364944458,-0.01589353382587433,0.04686184972524643,0.02268095500767231,0.030722524970769882,0.035527050495147705,-0.015126409009099007,-0.0037732862401753664,-0.014859644696116447,-0.005392824299633503,0.029696907848119736,-0.018909545615315437,-0.005946561694145203,-0.020418312400579453,-0.018907006829977036,-0.03806867450475693,0.01934271678328514
-0.013311142101883888,-0.002085490385070443,0.001276735682040453,0.0005213885451667011,-0.01882176846265793,0.032103244215250015,-0.028169410303235054,-0.032556820660829544,-0.046979472041130066,-0.002180648036301136,0.005299267824739218,0.009993749670684338,0.03184560313820839,0.030433958396315575,0.01030049193650484,-0.002929713809862733,0.016131825745105743,0.004728407133370638,0.002756907371804118,-0.0352238267660141,-0.031346749514341354,0.0021660414058715105,0.00428964477032423,0.021713700145483017,0.014518383890390396,-0.028628051280975342,-0.03749598562717438,-0.034922633320093155,0.030171949416399002,-0.004732225555926561,-0.023908011615276337,-0.038577597588300705,-0.007357759401202202,0.0005112935905344784,-0.0043523577041924,-0.008223342709243298,-0.04027922824025154,-0.017051557078957558,-0.0262104831635952,0.016848351806402206,-0.002837441861629486,-0.01264884788542986,0.0015127732185646892,0.007359762210398912,-0.006051099859178066,0.020111095160245895,-0.02895708940923214,0.01640532724559307,-0.025348005816340446,2.0276343093428295e-06
-0.01466851681470871,-0.0024368863087147474,-0.0008917258819565177,-0.01456967182457447,0.01295415684580803,-0.008569912984967232,0.028227990493178368,0.004834234248846769,-0.0030777761712670326,-0.008065409027040005,0.009292082861065865,0.007272111251950264,0.026115430518984795,0.0033187023364007473,0.04438484460115433,-0.023898929357528687,-0.02681298926472664,-0.010674616321921349,0.017877398058772087,0.012107622809708118,0.004653868265450001,-0.0011937246890738606,0.04993986710906029,0.02677777037024498,0.018357783555984497,-0.005408815573900938,-0.016100049018859863,0.008539490401744843,-0.029213573783636093,-0.016265474259853363,-0.020824626088142395,-0.0388198122382164,-0.0023605721071362495,0.03427807241678238,0.03626389428973198,0.023439843207597733,0.01680602692067623,0.030070191249251366,-0.006884424015879631,-0.0013312194496393204,-0.0429493673145771,0.027142509818077087,-0.023008963093161583,-0.01951974257826805,-0.0036500408314168453,0.008683637715876102,-0.002585521899163723,-0.015791572630405426,0.011022446677088737,0.028155265375971794
