gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
GSTP1,2.23008860485391E-05,0.693285357072257,0.33,0.338,1,0
ARGLU1,7.27895861898746E-05,0.639233802964541,0.253,0.355,1,0
ELF3,0.000336456697566382,0.907017931230938,0.253,0.256,1,0
CD63,0.00135341985583387,0.90251553873654,0.267,0.283,1,0
MTND2P28,0.0018454194800785,0.642689369918006,0.202,0.269,1,0
PRDX1,0.00459664264183464,0.47469961451583,0.234,0.306,1,0
ANXA1,0.00553916495870474,0.585822149232896,0.301,0.32,1,0
MT-ATP8,0.00781890867445404,0.757053239511821,0.368,0.447,1,0
HSP90B1,0.000307514329448579,0.381275828174794,0.389,0.378,1,2
RPL36AL,0.00650420022364429,0.575536313575562,0.275,0.261,1,2
AKAP91,0.00660598250039627,0.533208223737095,0.34,0.334,1,2
BRD22,2.26353959101215E-05,0.886005614323378,0.348,0.348,1,6
RPS132,2.31488314941866E-05,0.76975645039939,0.357,0.372,1,6
HSP90AA11,2.52413198496541E-05,0.513306414064276,0.622,0.662,1,6
PFDN52,3.19333123706411E-05,0.254898426319821,0.248,0.352,1,6
RBM392,3.23829868721459E-05,0.414207711659297,0.208,0.305,1,6
ARID4B2,6.06455659116858E-05,0.327573788935327,0.185,0.266,1,6
NUCKS12,7.27128132150961E-05,0.385427722458601,0.176,0.254,1,6
RPL262,8.5476727202698E-05,0.867006945672466,0.34,0.353,1,6
RPL272,0.000122240641402251,0.994873084497685,0.299,0.297,1,6
RPS162,0.000182435388319215,0.779954733703746,0.313,0.315,1,6
SFPQ2,0.000746869124181801,0.500570590269977,0.224,0.314,1,6
HNRNPA2B12,0.000876485814183754,0.30241729857754,0.279,0.389,1,6
HLA-B2,0.00188283513692445,0.261624044399579,0.577,0.611,1,6
PRRC2C3,0.0040432778506202,0.32747912698271,0.292,0.388,1,6
CFL12,0.0047981801937297,0.834761041789339,0.252,0.252,1,6
DNAJA11,0.00572244039301759,0.491509137228745,0.216,0.288,1,6
RPL172,0.00637168416494158,0.942765745736972,0.275,0.287,1,6
RPL352,0.00637493115240844,0.661059889850079,0.32,0.334,1,6
COX4I12,0.00717641312406116,0.423936043827313,0.209,0.275,1,6
RPL132,0.00972942178369915,0.81478883990003,0.271,0.279,1,6
EIF12,0.00998659723535043,0.738675424191001,0.292,0.301,1,6
LRRFIP11,2.53161298789244E-05,0.438408406600759,0.338,0.256,1,7
CSDE13,3.5765546542481E-05,0.301044102373016,0.312,0.225,1,7
HNRNPA2B13,5.24038618661596E-05,0.309923366285044,0.462,0.376,1,7
RPL36AL3,5.58007233448052E-05,0.502239072964806,0.348,0.26,1,7
EIF3A2,0.000214892506880407,0.435237124977972,0.306,0.232,1,7
HNRNPDL2,0.000592577415674465,0.410167114162996,0.265,0.2,1,7
RPL152,0.000768489805696037,0.380577730823095,0.338,0.262,1,7
ANKRD122,0.00124847569416073,0.268914159709156,0.3,0.233,1,7
SUPT5H1,2.88764337891395E-05,0.254394348463122,0.282,0.138,1,8
PNISR2,3.01981179729407E-05,0.319654849190805,0.452,0.251,1,8
RPL35A4,4.62398481138704E-05,0.380793902699458,0.685,0.441,1,8
SMCHD11,0.000242011879805118,0.441166190774551,0.306,0.165,1,8
PRRC2C4,0.000370490499344607,0.359072946341709,0.613,0.376,1,8
KMT2C1,0.00131970062597607,0.406948625505636,0.258,0.144,1,8
CHMP2A1,2.43823973157343E-05,0.623943141956713,0.261,0.128,1,9
HSP90B13,3.47810275822308E-05,0.629650782470286,0.529,0.378,1,9
MACROH2A12,3.74442292999889E-05,0.591527096035519,0.286,0.148,1,9
NDUFA132,4.4703086205883E-05,0.976609664981575,0.345,0.196,1,9
MTDH3,4.6880097681628E-05,1.27840197193149,0.319,0.181,1,9
CLDN42,5.13689113731033E-05,0.839439834860466,0.286,0.15,1,9
PARK71,5.44601701930666E-05,0.724632732759007,0.269,0.14,1,9
YWHAE1,5.49126610249384E-05,0.828563763890938,0.303,0.164,1,9
NCL3,5.56683999530909E-05,0.81274718674808,0.496,0.345,1,9
SLC25A52,5.78288133515418E-05,0.83197491580197,0.269,0.14,1,9
ATF43,6.31038849202498E-05,0.630166975075212,0.437,0.271,1,9
SOD11,6.99570288769376E-05,0.712747677253028,0.361,0.209,1,9
XRCC52,7.89330669650091E-05,0.752408486015528,0.294,0.16,1,9
DUSP12,7.90227574634341E-05,0.824962620635072,0.336,0.196,1,9
ATP5F1B2,8.16046048888688E-05,0.925337749457024,0.336,0.196,1,9
IQGAP12,9.50595746548032E-05,1.16735712074106,0.328,0.196,1,9
EIF3A4,0.000123823203021151,0.7685224180587,0.378,0.233,1,9
ARF14,0.00015160207857052,0.801644546070149,0.261,0.14,1,9
OPTN1,0.000178585751494099,0.531530790353698,0.294,0.163,1,9
COX6C1,0.000188592836380785,0.868337731544984,0.328,0.192,1,9
PSMA72,0.000204200797165549,0.687475113821048,0.303,0.172,1,9
ACTG14,0.000215186287322414,0.438036771904515,0.571,0.406,1,9
HSPA1A2,0.000231108721455127,0.46312329323198,0.353,0.208,1,9
COX7B,0.000407714541717778,0.670424351375995,0.277,0.156,1,9
LDHB2,0.000422532177434156,0.98364418403659,0.261,0.148,1,9
MATR33,0.00044319369181038,0.580479836846997,0.319,0.19,1,9
SYNE21,0.000463902312633396,0.804023026340778,0.471,0.324,1,9
CAPN22,0.000520693663268561,0.729887316098023,0.303,0.175,1,9
FTH12,0.000523513426586997,0.35492570907622,0.563,0.398,1,9
ITM2B2,0.000538034494712587,0.528196379441632,0.319,0.19,1,9
CLTA2,0.000575238611703482,0.679420343078031,0.277,0.157,1,9
MTATP6P11,0.000674054617415062,0.534347909679313,0.571,0.415,1,9
CSDE14,0.000708208650197019,0.65213522195576,0.361,0.227,1,9
ANP32B3,0.000733704534521478,0.632131885089998,0.303,0.18,1,9
NDUFA1,0.000744600784079924,0.884915059020271,0.294,0.178,1,9
SRP142,0.000808398425516217,0.649940452599062,0.345,0.215,1,9
AHNAK2,0.00106709766534323,0.89551970632809,0.319,0.199,1,9
NUCKS14,0.00109915656459334,0.798524848686705,0.37,0.246,1,9
CAPZB4,0.00131777590106279,0.582753184651668,0.303,0.182,1,9
SNHG323,0.00136902496502702,0.837081810273933,0.261,0.152,1,9
PRDX51,0.00137494654364583,0.315114625448435,0.353,0.219,1,9
GPX4,0.0016965199591955,0.825278393542989,0.261,0.158,1,9
PSMB82,0.00207785019010391,0.655447485739155,0.303,0.188,1,9
IFI272,0.00223390364482709,0.709848821031883,0.286,0.179,1,9
CCNI3,0.00241385508474509,0.84531594853758,0.252,0.152,1,9
TLE52,0.00242020018365579,0.800896026362312,0.294,0.185,1,9
MT-CO11,0.0024298463525544,0.493672817321529,0.672,0.601,1,9
PAPOLA1,0.00363885550354165,0.574910643252719,0.252,0.152,1,9
EIF4A21,0.00417285369884523,0.732127019829459,0.277,0.175,1,9
GAPDH4,0.00465433968196164,0.466326401680908,0.286,0.183,1,9
YWHAB3,0.00520064542221013,0.339526910165207,0.395,0.276,1,9
PTMA4,0.0054920042852578,0.405027204973464,0.622,0.505,1,9
HLA-B4,0.00564369735644141,0.337971554828996,0.689,0.607,1,9
UQCRB2,0.00618467648508031,0.625049886942553,0.277,0.178,1,9
UBC3,0.00658779069213912,0.399977985718927,0.479,0.36,1,9
CDC422,0.00707688011368875,0.591337597405434,0.269,0.171,1,9
TXNIP2,0.00952595210639558,0.523986789635573,0.353,0.249,1,9
AQP33,8.10510297865054E-05,0.552727623452408,0.459,0.285,1,10
MYL12A3,0.000153035011721055,1.21326624664356,0.342,0.224,1,10
GLUL3,0.000160924589344271,1.27074677146908,0.306,0.19,1,10
SQSTM13,0.000280498757575619,1.21984079223223,0.279,0.165,1,10
FTH13,0.000516124084681553,0.782823763254544,0.505,0.399,1,10
JUNB3,0.00102461588568311,1.47317730102716,0.279,0.183,1,10
SAMD92,0.00117962819913502,1.3458761524161,0.252,0.157,1,10
RPL184,0.00293493733117897,0.691045599109112,0.486,0.39,1,10
DSTN2,0.00318840888016006,0.80232633102766,0.27,0.171,1,10
AGR23,0.00409908316313415,0.478524745474977,0.315,0.203,1,10
TXN3,0.00438183821904637,0.494899609819075,0.396,0.289,1,10
CAST3,0.0086838514599763,1.05088214038804,0.378,0.31,1,10
MTRNR2L62,0.00877340235697594,0.264903427286334,0.856,0.826,1,10
ALDOA2,1.95403608900247E-05,1.14099583544361,0.277,0.141,0.931821189762609,9
RPL102,1.93584459160535E-05,0.913426896430947,0.298,0.288,0.923146210398844,6
HSPA1B3,1.67954167526951E-05,0.714117284927656,0.378,0.211,0.800923038685772,9
LAP3,1.60756117702413E-05,0.420208293488985,0.258,0.119,0.766597698487495,8
HP1BP32,1.59558949428598E-05,1.09394739386467,0.252,0.123,0.760888762140155,9
SETD21,1.50814984719899E-05,0.276103375326417,0.282,0.132,0.71919141763378,8
PPIG3,1.43605798144373E-05,0.915261882567798,0.336,0.18,0.684812969611069,9
CHASERR2,1.13410024489755E-05,1.16238506102356,0.294,0.153,0.540818383784295,9
NCOR11,1.05674641177737E-05,0.82379619648969,0.323,0.163,0.503930661384275,8
RPS81,1.03437672410519E-05,0.567734179136964,0.463,0.479,0.493263228424042,6
CTSH2,9.92489621899433E-06,0.926883974852362,0.298,0.158,0.473288525995182,8
XIST3,8.99965264956569E-06,0.276074943578554,0.46,0.247,0.429166435899839,8
EEF22,8.51831931379284E-06,0.30380722212626,0.443,0.343,0.406213093116839,7
COX4I13,8.4935534902969E-06,0.27371294086392,0.364,0.265,0.405032085291788,7
RPL313,8.46802156387292E-06,0.3323772062259,0.774,0.49,0.403814544316408,8
EIF53,7.67724158739556E-06,0.251653220618151,0.387,0.201,0.366104619578132,8
EIF4G22,7.44644954369285E-06,0.322215238341079,0.269,0.187,0.355098839390081,7
CD742,7.08491020875867E-06,0.456447639694535,0.597,0.362,0.337858113125075,8
AURKAIP11,7.03624897979027E-06,0.665205686462869,0.252,0.116,0.335537605099258,9
DDX3X1,7.02006365390702E-06,0.40544905660727,0.315,0.154,0.334765775463864,8
SETD5,6.92559711287716E-06,0.487186340692163,0.266,0.121,0.330260949521773,8
ELF12,6.92337263177487E-06,0.398969850843793,0.287,0.197,0.330154870691448,7
HNRNPU2,6.90549206394853E-06,0.288688979335138,0.2,0.296,0.329302200053514,6
SRSF52,6.10277985675729E-06,0.452002230748753,0.192,0.288,0.291023263029185,6
IER23,5.80118230225392E-06,1.16327965205533,0.353,0.195,0.276640980447583,9
ALCAM,5.61509339201691E-06,1.00876498391944,0.26,0.253,0.26776695858511,0
ZRANB21,5.35785729660983E-06,0.541998552730815,0.306,0.144,0.255500140903433,8
RPL122,4.3814404080058E-06,0.389847343251257,0.283,0.192,0.208937748736573,7
HNRNPA02,4.07922926841896E-06,1.04050447070541,0.277,0.132,0.194526206123095,9
ATP6V1G12,4.01108719655529E-06,1.82573074009436,0.333,0.197,0.191276715142132,10
KTN11,4.00592676881504E-06,0.864182320763272,0.496,0.336,0.191030629824483,9
SPEN,3.87536820904802E-06,0.443056161958585,0.258,0.115,0.184804683784873,8
RPS143,3.86588891675336E-06,0.255261494279278,0.798,0.481,0.184352644773217,8
RPL263,3.8435094908681E-06,0.343617527601208,0.455,0.348,0.183285437091027,7
SRSF53,3.74907056982163E-06,0.51242846614943,0.37,0.275,0.178781928263084,7
RHOA4,3.38290266893903E-06,0.86671539553373,0.361,0.19,0.161320479573696,9
SAP181,3.34459521602533E-06,0.405718363158694,0.265,0.179,0.1594937120666,7
PTP4A22,3.00076552429651E-06,0.484155710252926,0.251,0.169,0.143097505557128,7
TAGLN22,2.83710914996902E-06,0.37981752875964,0.294,0.205,0.135293224034573,7
ISG201,2.72083337740973E-06,0.362177416213707,0.266,0.117,0.129748381268538,8
CCPG11,2.58361365821541E-06,0.791501164258506,0.37,0.196,0.123204784519318,9
TMSB104,2.40603233083688E-06,0.699922613315004,0.721,0.587,0.114736463760618,10
PDIA32,1.94756596663775E-06,1.10528251567007,0.37,0.199,0.0928735782510544,9
CLIC13,1.7625944635138E-06,0.46656119061822,0.35,0.251,0.0840528421815827,7
ATP5MG1,1.67784019720248E-06,0.921006003012748,0.378,0.203,0.0800111654839946,9
NSA2,1.66479818943136E-06,0.447266881907059,0.282,0.126,0.0793892312594131,8
RHOB1,1.48756574824371E-06,1.48620517519064,0.252,0.116,0.0709375478364978,9
DSP2,1.34307929564293E-06,1.6644123277985,0.27,0.127,0.0640474223713245,10
ADGRF11,1.218855425181E-06,1.51145005916979,0.261,0.121,0.0581235586606063,10
ADD31,1.21027055544523E-06,0.686405454008761,0.274,0.122,0.0577141719775168,8
USP151,1.15491097092974E-06,0.429907258551756,0.315,0.141,0.0550742394707263,8
RPL82,1.1395330607391E-06,0.387460919992007,0.453,0.34,0.0543409130674657,7
RPL173,1.09934567073264E-06,0.315399165019021,0.399,0.282,0.0524244970002272,7
DBI2,1.0988006042382E-06,0.32621860660389,0.339,0.16,0.0523985044143072,8
CTSB2,1.03028561647149E-06,1.34959087608085,0.342,0.179,0.0491312301926761,10
HSPA82,8.0738685743201E-07,0.649643214628018,0.408,0.397,0.0385018570703603,6
RPS63,7.67374674037137E-07,0.29058913515489,0.686,0.544,0.036593796080809,7
SF3B12,7.36954684236638E-07,0.398329476362558,0.403,0.198,0.0351431580271926,8
HLA-DPA12,7.2937281853471E-07,0.385972554152193,0.282,0.121,0.0347816015974647,8
SMAP21,6.80518649185572E-07,0.299146831217813,0.258,0.108,0.0324518928237124,8
LAPTM4A1,6.38804972909381E-07,1.83286251291316,0.252,0.114,0.0304626927431297,10
ACTN41,6.31124208452248E-07,0.341784158247729,0.339,0.155,0.0300964201284623,8
CD635,5.97094688504224E-07,0.913517621584778,0.468,0.279,0.0284736544107009,10
SLC25A32,5.79075297142493E-07,1.45012689623777,0.294,0.139,0.0276143636948341,9
GBP12,5.50754936585649E-07,0.282591763405791,0.298,0.132,0.0262638506609598,8
NIN2,5.21298649684265E-07,0.263476316997638,0.306,0.136,0.0248591687074935,8
RPL303,4.58832829486529E-07,0.351304132997199,0.52,0.393,0.0218803611397241,7
EID1,4.39025698171036E-07,0.282329712900073,0.298,0.129,0.0209358184686822,8
RPS204,3.92424962647754E-07,0.307188319096597,0.847,0.525,0.0187135691937834,8
HLA-G1,3.80106826971228E-07,1.13811894031459,0.319,0.155,0.0181261542577769,9
RPS253,3.76737279133909E-07,0.351634003165064,0.377,0.266,0.0179654706300587,7
RBM32,3.60940277856792E-07,0.456827724604295,0.294,0.197,0.0172121590301568,7
CALM21,3.57436433812011E-07,0.787360978888875,0.529,0.328,0.0170450712191934,9
COX4I15,3.56545286473978E-07,1.0435748465372,0.462,0.267,0.0170025750760846,9
ADSS2,3.46620614992108E-07,0.425573929132223,0.258,0.104,0.0165292972671287,8
PABPC14,3.37197721126793E-07,0.330738144858474,0.726,0.433,0.0160799477273734,8
CD634,3.24996198481195E-07,0.796186588985297,0.504,0.278,0.0154980937169728,9
PTMA2,2.90459409367997E-07,0.359112245693285,0.609,0.502,0.0138511378545316,7
FNBP44,2.86574619814519E-07,0.295124677709448,0.427,0.205,0.013665883895095,8
RPS124,2.60652209610962E-07,0.355406705144537,0.831,0.524,0.0124297219197179,8
KRT72,2.50303623383103E-07,1.60670264118817,0.27,0.119,0.01193622888827,10
RNF10,2.49429114271149E-07,0.713562916792472,0.25,0.099,0.0118945261722483,8
RILPL21,2.48034021253509E-07,0.274563825081058,0.25,0.099,0.0118279983715161,8
RPL35A3,2.33131642769995E-07,0.271720102085364,0.573,0.438,0.0111173486487727,7
CYTH1,2.32480572144766E-07,0.55392315618659,0.274,0.114,0.0110863010438675,8
GUK11,2.03430560735254E-07,0.405318888911185,0.355,0.162,0.00970099314978206,8
MSI2,1.98520606293649E-07,1.56316848302687,0.294,0.136,0.00946685215232522,9
NEMF,1.97419288974057E-07,0.509772334286786,0.315,0.135,0.00941433363330586,8
RPL343,1.92149546868494E-07,0.347429896733327,0.758,0.435,0.00916303544151787,8
CHMP4B,1.79981884556488E-07,0.479730144069923,0.258,0.103,0.00858279612884522,8
CMTM62,1.79681492193241E-07,0.572299679825212,0.331,0.149,0.00856847131821909,8
IRF13,1.78387882692965E-07,0.488862165256693,0.355,0.161,0.00850678296197943,8
FNBP12,1.78242642776027E-07,0.769686428883532,0.277,0.186,0.00849985690606042,7
MARK3,1.66768560950072E-07,0.521244162630313,0.266,0.108,0.00795269236602607,8
MYL61,1.62727956325169E-07,0.334332707843805,0.522,0.407,0.00776000805327832,7
S100A63,1.52403603109849E-07,0.432751239844739,0.756,0.475,0.00726767062149935,9
MYL63,1.3792962831203E-07,1.3393138982811,0.559,0.41,0.00657745018531578,10
NOP532,1.29333537610041E-07,0.303517371758114,0.411,0.194,0.00616752840801003,8
NDUFA2,1.24050319550396E-07,0.895730677114051,0.25,0.1,0.00591558758839974,8
RPL273,1.234922267842E-07,0.350682648789392,0.411,0.293,0.00588897381865813,7
RPS244,1.19057635420995E-07,0.473255805942326,0.782,0.506,0.00567750146032098,8
REL3,1.13463622854165E-07,0.532353416304405,0.387,0.182,0.00541073978304656,8
EEF1D2,1.11851337222437E-07,0.300614789564626,0.484,0.239,0.00533385471812637,8
DNAJC2,1.10453379354661E-07,0.343529406399046,0.266,0.105,0.00526719030128573,8
TRA2A,1.06336773985058E-07,0.504832059660058,0.274,0.111,0.00507088174102545,8
RACK12,1.03121124791882E-07,0.706875312169809,0.39,0.374,0.00491753707795049,6
RPS252,1.02566529057472E-07,1.12490930728728,0.288,0.269,0.00489109007116367,6
DAZAP2,1.02538714192235E-07,0.328077864814703,0.274,0.108,0.00488976366368512,8
SLK1,9.81393903551982E-08,1.92341978275916,0.342,0.179,0.00467997310786834,10
RPS213,8.18710077898017E-08,0.347713541062434,0.522,0.393,0.00390418274847228,7
BRD24,8.13486664557285E-08,0.408543294855408,0.613,0.345,0.00387927385727433,8
RPL27A3,7.91861100765896E-08,0.316323992982713,0.782,0.463,0.00377614803122233,8
RPS134,7.77483891977507E-08,0.341549094173181,0.677,0.367,0.00370758743567314,8
NIPBL1,7.76024417324954E-08,0.266754556427015,0.371,0.167,0.00370062763889751,8
RPL113,7.70821807589678E-08,0.2988030998304,0.593,0.453,0.0036758179538529,7
RPLP13,7.23762586219925E-08,0.309847738073965,0.512,0.375,0.00345140664490696,7
CLIC1,6.90267562367952E-08,0.62754593399883,0.29,0.249,0.00329167892466405,2
CANX2,6.74195147808305E-08,1.04612957670783,0.437,0.232,0.00321503440135347,9
HNRNPH12,6.69287623689357E-08,0.548159060155233,0.255,0.16,0.00319163189108744,7
DRAP12,6.55567609345114E-08,0.380500581306846,0.255,0.158,0.00312620525868405,7
COX7C,6.54892151690832E-08,0.38507099206018,0.379,0.174,0.00312298420376807,8
HSP90B12,5.42215702320526E-08,0.476126030757945,0.653,0.377,0.00258566401965589,8
RPS82,5.22677801625938E-08,0.315178135678901,0.79,0.474,0.00249249363261361,8
PTTG1IP1,5.15766616454067E-08,0.899298903034718,0.277,0.115,0.00245953626388451,9
ADAR1,4.94412199941549E-08,0.336761832790294,0.331,0.14,0.00235770345786127,8
BRD4,4.94304351016506E-08,0.391713847713345,0.306,0.126,0.00235718915869241,8
IQGAP11,4.27310362691266E-08,0.510411125941748,0.419,0.195,0.00203771492656584,8
RPS114,4.23836920088934E-08,0.369417509698163,0.718,0.414,0.0020211511208281,8
YME1L11,4.0780271064087E-08,0.549588953713931,0.298,0.122,0.00194468878623312,8
SRP14,3.91129413433961E-08,0.754865626647218,0.254,0.21,0.00186517883384253,2
RAC1,3.87374529594007E-08,1.31132772160541,0.261,0.105,0.00184727291927494,9
PTBP31,3.8394136823927E-08,0.296743619533494,0.29,0.116,0.00183090120272261,8
STAT11,3.79144108014393E-08,0.661271772682849,0.298,0.196,0.00180802450788823,7
NMI,3.73024019436652E-08,0.610766291374847,0.258,0.099,0.00177883964148756,8
EVL1,3.67511821755676E-08,0.506766193445103,0.355,0.153,0.00175255362440629,8
RPL37A3,3.3771700426571E-08,0.377375624264728,0.599,0.482,0.00161047107824189,7
ELOB1,3.36554973206332E-08,0.41482095031591,0.371,0.164,0.00160492970072904,8
RACK13,3.23476511510911E-08,0.333646448111843,0.506,0.371,0.00154256244044208,7
CLDN72,3.16995114449386E-08,1.29122637116136,0.423,0.228,0.00151165460227479,10
SAFB2,3.08571223307129E-08,0.954947153494997,0.258,0.1,0.0014714835925847,8
RPL104,3.01227577230487E-08,0.279121329970385,0.573,0.286,0.00143646394753902,8
PNN1,2.97130963422223E-08,0.326101290234498,0.278,0.214,0.00141692842527155,3
C1orf43,2.91251477429663E-08,1.00347602615914,0.269,0.106,0.00138889092041883,9
RPS293,2.84972657029883E-08,0.288318615530698,0.766,0.419,0.0013589491095784,8
METAP2,2.72523867613732E-08,0.269694299002618,0.29,0.115,0.0012995845674896,8
MYO61,2.54596875084059E-08,1.76601710225367,0.279,0.119,0.00121409611821335,10
BRD23,2.46825667556162E-08,0.582278458777122,0.447,0.344,0.00117703756087507,7
RPL383,2.37957292262394E-08,0.365690507874116,0.621,0.337,0.00113474693961168,8
HLA-DPB12,2.29525080229361E-08,0.424560495388715,0.427,0.198,0.00109453625008975,8
MT-ND11,2.22882622235906E-08,0.259972987865603,0.813,0.85,0.00106286036065636,6
ATP2B11,2.18170638034422E-08,0.707445240601126,0.25,0.094,0.00104039032159475,8
HSPA84,2.17054272995313E-08,0.323555219460815,0.718,0.395,0.00103506671163275,8
AP3D1,2.07667623178374E-08,0.251097748703029,0.298,0.119,0.00099030459465071,8
EIF4G23,1.98213425112428E-08,0.458425186779589,0.411,0.188,0.000945220360333634,8
TALDO11,1.96956227932984E-08,0.308982890617395,0.298,0.118,0.000939225164144021,8
CD443,1.85689190151949E-08,1.01736466582999,0.323,0.137,0.000885496041077601,8
TPM45,1.59745051356705E-08,2.30095780089849,0.297,0.135,0.000761776226404721,10
PIK3R11,1.50827048022089E-08,0.552456295801037,0.298,0.118,0.000719248943902935,8
ZNF6382,1.45779170741097E-08,0.395707710021048,0.363,0.156,0.000695177131513068,8
RAD50,1.41523370778042E-08,0.935587608026355,0.258,0.095,0.00067488249822925,8
CALR4,1.27434063921118E-08,0.46651927081608,0.54,0.279,0.000607694820620638,8
SRSF112,1.25984538967525E-08,0.566840803772846,0.548,0.274,0.000600782470974438,8
RPS123,1.25491954195164E-08,0.336997465344789,0.66,0.521,0.000598433481970481,7
DBNL,1.20087543979564E-08,0.303800169823123,0.25,0.092,0.000572661470975345,8
CCDC47,1.11122068026309E-08,0.43792823897599,0.258,0.094,0.000529907805797062,8
LMO41,1.08579900755152E-08,1.71464695657726,0.277,0.115,0.000517784972731093,9
ITGB23,1.03996261638894E-08,0.598167984543649,0.274,0.103,0.000495926972877392,8
NACA2,1.00972266754675E-08,0.388037118570189,0.395,0.269,0.000481506448473021,7
SRSF72,9.82275376452412E-09,1.10999702654346,0.31,0.213,0.000468417658768862,7
RPL194,9.58128399869897E-09,0.655384100910664,0.806,0.518,0.000456902690045958,8
HLA-C3,9.09632706061098E-09,0.866970808225427,0.689,0.496,0.000433776548539356,9
RPL182,9.07818008996853E-09,0.738386917657202,0.399,0.39,0.000432911173950329,6
RPL283,8.63193700558221E-09,0.271232082717247,0.451,0.308,0.000411631179985199,7
BDP12,8.55337924454938E-09,0.557511583642064,0.411,0.184,0.000407884996034826,8
IFI302,8.55094327660511E-09,0.617091025590736,0.274,0.106,0.000407768832031468,8
MYL62,8.21097648471515E-09,0.474276750208334,0.71,0.408,0.000391556835626611,8
RPL183,8.2037221492736E-09,0.466341883441263,0.702,0.388,0.00039121089813241,8
RSF11,7.84606793528612E-09,0.299634244352079,0.355,0.149,0.000374155441629989,8
MYCBP22,7.80808037006121E-09,0.293541925957294,0.355,0.147,0.000372343928607109,8
H3-3B2,7.63248868275139E-09,0.579326771098136,0.461,0.449,0.000363970487814366,6
UBXN12,7.62844638498553E-09,0.619344268955121,0.298,0.117,0.000363777722760805,8
FOS1,7.26774057739199E-09,0.949769773397895,0.295,0.25,0.000346576744914092,6
HLA-A2,7.2454656902965E-09,0.47342872006611,0.607,0.466,0.000345514522373169,7
GNAS2,6.91538136751823E-09,0.493564527338832,0.613,0.337,0.000329773791272842,8
SNHG51,6.51962030529403E-09,0.695423665207351,0.355,0.15,0.000310901133498556,8
HNRNPU3,5.99984342146943E-09,0.713246771426011,0.397,0.283,0.000286114533239613,7
KDM5A1,5.87971265292154E-09,0.275266671826951,0.371,0.156,0.00028038585727987,8
ITSN22,5.48517412814512E-09,0.659952275110071,0.395,0.172,0.000261571498648857,8
RPL323,5.40377129076593E-09,0.343899602315659,0.445,0.304,0.000257689641542755,7
YWHAZ1,5.38294525850336E-09,0.833047663897904,0.323,0.132,0.00025669651054225,8
SYF21,4.89999557724015E-09,0.481233762147361,0.355,0.146,0.000233666089091851,8
FIP1L1,4.08773157179853E-09,0.499162381319362,0.258,0.094,0.000194931655464357,8
EPC11,3.89442053802983E-09,0.458520587280017,0.258,0.092,0.000185713232197028,8
C19orf331,3.83412275242717E-09,1.93770224867715,0.252,0.095,0.000182837811694994,10
NDUFB2,3.46867056929216E-09,0.394176470048832,0.306,0.118,0.000165410493437835,8
SLTM1,3.37686327555656E-09,0.255760765054047,0.444,0.2,0.000161032479021466,8
RPS15A3,3.25178081438165E-09,0.471482969927171,0.685,0.367,0.000155067671695418,8
ANKRD123,3.20262362825235E-09,1.01824851388069,0.454,0.233,0.00015272351296047,9
MTRNR2L8,3.186094385917E-09,0.547688691392328,0.193,0.295,0.000151935282981224,0
DNTTIP21,3.01565069280767E-09,0.346888327778398,0.339,0.136,0.00014380733458792,8
CREM2,2.9407603815226E-09,0.417513121402932,0.258,0.092,0.000140236040313668,8
HLA-E2,2.82139672131483E-09,0.680865284439974,0.451,0.429,0.00013454394544934,6
NDUFA41,2.79093915697423E-09,1.37183045488819,0.303,0.124,0.00013309151557863,9
RBM33,2.72717958486207E-09,0.32747683610723,0.444,0.198,0.000130051012863317,8
CAPNS1,2.66159020808544E-09,0.396330248568388,0.25,0.087,0.000126923252252971,8
RHOA3,2.65329917623309E-09,0.6142035307516,0.419,0.19,0.000126527877817027,8
RPS64,2.59920464892878E-09,0.568574485342377,0.831,0.546,0.000123948272093467,8
CD591,2.59906767049043E-09,0.683670279852337,0.437,0.199,0.000123941740002677,9
CCNI2,2.39760104153394E-09,0.471275382158143,0.363,0.151,0.000114334400867629,8
ARF13,2.38637123020847E-09,0.269928624244498,0.347,0.139,0.000113798884854951,8
TMSB10,2.19019452817135E-09,0.563705908714412,0.53,0.602,0.000104443806464907,0
UQCRB1,2.11955224246713E-09,0.402567699771491,0.411,0.177,0.00010107508778653,8
TOP11,2.10965365083827E-09,0.648276680605378,0.371,0.157,0.000100603053647524,8
DDX241,2.07730049034805E-09,0.301025334425226,0.379,0.158,9.90602284832274E-05,8
CCAR11,2.07288887298609E-09,0.329006057016291,0.387,0.165,9.88498516860875E-05,8
OST4,1.84312927181762E-09,0.699874444175793,0.258,0.092,8.7893305585167E-05,8
TMC62,1.78143605220328E-09,0.499199731128124,0.371,0.152,8.4951341021418E-05,8
BAZ1A2,1.77601452033819E-09,0.672803718844849,0.281,0.176,8.46928044313672E-05,7
EIF5B2,1.77498862324451E-09,0.780581288330113,0.452,0.211,8.46438824766609E-05,8
COX4I14,1.73791074268404E-09,0.33654083738836,0.556,0.266,8.28757495863739E-05,8
TAF1D2,1.65826015844528E-09,0.580169489261483,0.411,0.176,7.90774521757799E-05,8
SCAF112,1.51886933047131E-09,0.765832959054284,0.492,0.237,7.24303217621853E-05,8
KMT2E2,1.48554311402328E-09,0.682856165886565,0.419,0.189,7.0841094478428E-05,8
