gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
FOXA1,7.64057119893405E-145,1.4157544502842,0.251,0.052,3.64355918763568E-140,5
CDV31,7.03575921025433E-145,1.16943333448392,0.384,0.117,3.35514249459398E-140,4
ATP2B1,6.09961521240632E-145,1.84419753502447,0.262,0.07,2.9087235063402E-140,3
IQGAP1,5.02779158300106E-145,0.907942249063845,0.472,0.166,2.39760297218571E-140,4
TUBB,3.71989540139712E-145,3.55448110551207,0.71,0.08,1.77390652006424E-140,8
CCNI1,2.75042567578268E-145,1.23337172027131,0.397,0.126,1.31159549201049E-140,4
TLN1,2.28650480422742E-145,1.8070314151907,0.299,0.089,1.09036554599193E-140,3
EZH2,1.22832388987637E-145,3.32875443622946,0.524,0.041,5.85750813365344E-141,8
FAM183A,1.09332719967224E-145,0.75333410123883,0.265,0.072,5.21374941707703E-141,1
NACA1,9.10254565627721E-146,0.715624654023406,0.611,0.236,4.34073094710891E-141,4
RPS171,6.97120032460102E-146,0.884418478332556,0.5,0.179,3.32435629879249E-141,4
VAMP81,4.41985095476154E-146,1.11327997193749,0.508,0.183,2.10769432479713E-141,5
FAU1,2.0816747810521E-146,0.785399506497864,0.655,0.268,9.92688252840317E-142,4
RPS111,1.7792206590355E-146,0.589089145273283,0.827,0.371,8.48456955674259E-142,4
VASP,6.17679314998062E-147,1.9369187676274,0.278,0.078,2.94552734943126E-142,3
TNFAIP21,6.16682418503281E-147,1.4470143479867,0.368,0.104,2.9407734491166E-142,5
APLP2,5.33450473908661E-147,0.928337101246268,0.381,0.108,2.54386527492823E-142,5
NOP53,4.93768943748092E-147,1.5416732119652,0.416,0.161,2.35463596205153E-142,3
RPL17,3.35269403436964E-147,1.19833753633046,0.542,0.247,1.59879920416985E-142,3
RPL3,2.61312989546076E-147,1.39242689728134,0.49,0.213,1.24612325324837E-142,3
LAPTM51,2.31796731497102E-147,0.618685287725179,0.516,0.168,1.10536907349023E-142,4
RYBP,1.5845297758282E-147,1.73339283146313,0.261,0.059,7.55614714199196E-143,4
RGS2,7.16620864372961E-148,2.06509178071501,0.299,0.089,3.41734991593534E-143,3
SP110,6.86175524911136E-148,1.56376648502305,0.427,0.169,3.27216522564374E-143,3
SGSM3,6.68298365125964E-148,1.41729970086973,0.382,0.112,3.18691441377618E-143,5
PERP,4.38539979592351E-148,0.994493399074301,0.334,0.084,2.09126560068204E-143,5
AKNA,1.62579794902099E-148,1.57760877828561,0.312,0.081,7.75294267949639E-144,4
MYO6,1.27203196367422E-148,1.21481773827398,0.356,0.096,6.06593882517324E-144,5
RPL271,7.52074813388823E-149,0.629588805230913,0.65,0.258,3.58641916260728E-144,4
UBA521,6.34355621214615E-149,0.81632683502237,0.603,0.236,3.02505165088614E-144,4
ZNF106,5.58493376864543E-149,1.31212362786288,0.341,0.12,2.66328736625395E-144,1
SPINT2,4.32775277941197E-149,1.14690631325942,0.367,0.102,2.06377546791818E-144,5
SPINK5,2.89496053102087E-149,5.39291909184927,0.351,0.016,1.38051982842792E-144,10
RPL10,1.01330682243195E-149,1.21468035237023,0.547,0.249,4.83215624413126E-145,3
RPL34,6.90296266895751E-150,1.1327735527723,0.69,0.399,3.29181580794577E-145,3
LYN,2.66085686623996E-150,1.50183511404067,0.339,0.109,1.26888281380385E-145,3
ATP1A1,2.60892670393772E-150,1.07074697167652,0.493,0.171,1.24411887730678E-145,5
XAF1,2.42495285735845E-150,1.00655534575508,0.598,0.244,1.15638726908852E-145,4
WDR82,1.70708446413698E-150,1.78488879193845,0.251,0.054,8.14057368413E-146,4
HNRNPH11,1.22553035277338E-150,1.16458599325193,0.422,0.135,5.84418659327039E-146,4
CTSZ1,7.8083131912587E-151,2.8688585178263,0.478,0.106,3.72355031151554E-146,7
P4HB,5.16268954120827E-151,1.23849173833703,0.375,0.106,2.46193176151599E-146,5
LRRC231,3.3754735197073E-151,2.34087660099756,0.299,0.097,1.60966205734282E-146,2
ARHGAP30,3.09585646446665E-151,1.70579453782481,0.334,0.105,1.47632107221021E-146,3
RPL13,1.18243815587166E-151,1.34854137652597,0.528,0.24,5.63869283390518E-147,3
RPS121,1.06084186766768E-151,0.620732437083187,0.922,0.483,5.05883661434685E-147,4
PDXDC1,8.16171316470457E-152,1.52988374685971,0.299,0.07,3.89207615685267E-147,5
FANCI,3.164024539608E-152,3.40142374842769,0.331,0.015,1.50882838220287E-147,8
UBE2D31,1.3928337591316E-152,1.10197210523456,0.435,0.141,6.64200634717085E-148,4
RPL13A,1.39155533979669E-152,1.3368189689705,0.479,0.199,6.63590994888846E-148,3
UBA52,1.38686820589138E-152,1.30805068405918,0.524,0.234,6.61355841343423E-148,3
FNBP11,7.13367693014268E-153,1.06381251144151,0.468,0.158,3.40183651767714E-148,4
IER3,1.99855980269931E-153,0.869577264364393,0.281,0.059,9.53053213113221E-149,5
NOP58,1.60900590273312E-153,1.29287448557021,0.385,0.114,7.67286644836342E-149,4
HNRNPA0,1.5522401377544E-153,1.31876410984139,0.369,0.107,7.40216754490943E-149,4
SLC39A7,8.53570463607237E-154,1.70699267963076,0.251,0.05,4.07042146980383E-149,5
BTN3A2,8.34198173123471E-154,1.51215416798154,0.292,0.07,3.9780408281739E-149,4
KIF13B,6.95047915299666E-154,1.62256758012991,0.258,0.052,3.31447499368952E-149,5
SLC2A31,3.7948392303209E-154,1.26801898667293,0.307,0.073,1.80964498376313E-149,4
HSP90AB11,2.10315320831772E-154,0.908974342425093,0.769,0.365,1.00293067045047E-149,4
CD86,1.02160783174311E-154,3.475746457074,0.279,0.034,4.87174126723335E-150,7
TMEM184A,4.73233903575301E-155,1.80857126972649,0.259,0.053,2.25671051597954E-150,5
RBM31,4.22925693760015E-155,0.973811182425227,0.489,0.169,2.01680575583338E-150,4
CTNND1,3.81208099645357E-155,1.4201655823677,0.303,0.07,1.81786706477881E-150,5
BRCA1,1.8459341730876E-155,3.82608149808395,0.339,0.015,8.80270629120282E-151,8
UFC1,1.51315378899502E-155,2.51069806290301,0.321,0.113,7.21577647358053E-151,2
RPL4,1.39724970095439E-155,1.41169926334241,0.521,0.232,6.66306464894121E-151,3
SYNRG,1.22580223832231E-155,1.63332937548228,0.266,0.058,5.8454831338876E-151,4
WAC,6.92364537626101E-156,1.27680859651161,0.396,0.12,3.30167877057759E-151,4
BIRC3,6.62498279352544E-156,1.76706779491908,0.341,0.108,3.15925554474847E-151,3
KDM2A,4.76363707439681E-156,1.25832515918974,0.383,0.113,2.27163561166761E-151,4
HLA-DRA1,4.01918133457728E-156,2.24330846144597,0.757,0.285,1.91662700301987E-151,7
TC2N,5.6298925177574E-157,1.43858638666928,0.258,0.051,2.68472684494297E-152,5
RPS231,2.34387005456374E-157,0.624022562710554,0.822,0.351,1.11772131291981E-152,4
IER21,1.59062314090902E-157,0.974487542995121,0.49,0.164,7.58520457205286E-153,4
RPL121,9.104631245846E-158,1.01920940470226,0.487,0.163,4.34172550220658E-153,4
MYH9,5.8403723203859E-158,1.3126220829176,0.332,0.086,2.78509834842243E-153,4
RPS24,5.03767273160375E-158,1.06297748306926,0.753,0.471,2.40231499551988E-153,3
RESF11,5.73341409823926E-159,1.19513352460097,0.473,0.157,2.73409318102736E-154,4
HERC6,3.46931176939178E-159,1.79604413044608,0.252,0.049,1.65441070346986E-154,5
IFIT1,2.66389790775123E-159,1.54259653873451,0.313,0.073,1.27033299526933E-154,5
MLPH1,2.41491817343976E-159,1.6854702384463,0.302,0.068,1.15160202936822E-154,5
TXNIP,1.53415578574574E-159,1.16087812373404,0.567,0.214,7.31592869548573E-155,4
BAZ2B,9.36000860801221E-160,1.23109984390442,0.382,0.138,4.46350730490278E-155,1
RPS13,6.65587222193839E-160,1.19251898577375,0.65,0.327,3.17398578647576E-155,3
RPL8,4.54738531394712E-160,1.24291037120425,0.609,0.304,2.16851163466196E-155,3
NAMPT,2.76370972798254E-160,1.16766548627078,0.344,0.085,1.31793025798303E-155,5
RPS21,1.57091482921397E-160,1.18793782588463,0.667,0.356,7.49122154607265E-156,3
RPL23,4.92086267161753E-161,1.21106353990145,0.628,0.318,2.34661178221425E-156,3
MX11,3.32301195865014E-161,1.38976687253197,0.532,0.195,1.58464471272149E-156,5
HSPA5,1.64840770735627E-161,1.05178152127742,0.609,0.238,7.86076183406985E-157,4
NACA,1.31279160842825E-161,1.37599353978223,0.528,0.234,6.26030934311181E-157,3
ARHGDIB,1.13705331128075E-161,1.78439469010549,0.347,0.108,5.4222661255045E-157,3
SAT1,6.65220465518877E-162,1.06651437623038,0.75,0.624,3.17223683391987E-157,0
DDX3X,4.17842475025463E-162,1.29642003284247,0.416,0.127,1.99256541065393E-157,4
MT-ND51,4.10083308214827E-162,0.715356256860622,0.946,0.82,1.95556427188404E-157,1
PNISR,2.15832907718817E-162,1.15979305299455,0.483,0.208,1.02924238703872E-157,1
GNAS1,1.63022195812315E-162,0.866818782748249,0.708,0.298,7.77403945170184E-158,4
PPP1R15A1,1.06439993475276E-162,0.76373260327398,0.595,0.22,5.07580396885551E-158,4
IER31,6.19430859820833E-163,3.71929122561394,0.393,0.068,2.95387994122761E-158,7
RCSD1,5.68190102825571E-163,1.46542086157231,0.26,0.052,2.7095281433443E-158,4
HNRNPDL1,5.46757728954251E-163,1.15863506077979,0.494,0.17,2.60732358206414E-158,4
RPL111,2.02099341632734E-163,0.709722851512662,0.875,0.412,9.63751130444021E-159,4
RPS181,1.88520972778057E-163,0.684168799618683,0.83,0.367,8.98999962886722E-159,4
SEPTIN61,1.39731883652326E-163,1.15252211052292,0.36,0.093,6.66339433572846E-159,4
RPL35A,1.2939746911453E-163,1.1733965914991,0.71,0.402,6.17057710966457E-159,3
PREX1,9.42964634307531E-164,1.73870657710027,0.266,0.055,4.49671545162232E-159,4
MIER1,3.94706889489062E-164,1.34627675747534,0.346,0.09,1.88223874390649E-159,4
RPL27,3.76158904469212E-164,1.32925145088406,0.563,0.256,1.79378896774233E-159,3
SNHG6,5.53172651907718E-165,1.28113167611486,0.376,0.103,2.63791442515233E-160,4
TPPP3,2.3052742614327E-165,0.744423170108585,0.318,0.088,1.09931613704941E-160,1
HLA-DPB11,1.69271750693933E-165,2.54049968941166,0.65,0.183,8.07206197534157E-161,7
RPL10A,7.45547442394356E-166,1.35786420135443,0.528,0.228,3.55529208854597E-161,3
RPL371,5.30791748172682E-166,0.729390586934836,0.796,0.34,2.53118660951107E-161,4
ATF41,3.14261897299315E-166,0.929988541788371,0.615,0.235,1.49862070965124E-161,4
SNHG8,1.32984426752962E-166,1.72362800760996,0.297,0.068,6.3416283585685E-162,4
PIM3,1.2930401859647E-166,1.55598261026207,0.349,0.087,6.16612073480984E-162,5
EEF21,9.28419065238992E-167,0.75459291905931,0.751,0.302,4.42735199640518E-162,4
NCL1,8.78380943704004E-167,0.923707881809943,0.71,0.305,4.18873520624128E-162,4
SRSF2,7.57027943399723E-167,1.36525211676035,0.393,0.112,3.61003915369026E-162,4
PRKX,5.14228146875954E-167,1.95640631109551,0.271,0.057,2.45219976400736E-162,4
MTPN,4.43752605930737E-167,1.99703743541931,0.28,0.071,2.11612305190191E-162,3
ACTG1,4.41753060771387E-167,1.25467360771973,0.676,0.366,2.10658782090051E-162,3
AKAP131,2.1284035252363E-167,1.12058538197778,0.5,0.169,1.01497178907944E-162,4
RPL321,1.34365311210104E-167,0.814975160211229,0.683,0.268,6.40747859567623E-163,4
FUS1,4.05982618542002E-168,0.930560478296378,0.67,0.277,1.93600931304124E-163,4
OAZ1,2.91012750447858E-168,1.20454026432739,0.617,0.303,1.3877525030607E-163,3
RPS12,2.76138340588921E-168,1.05893999028246,0.787,0.486,1.31682090476639E-163,3
SLC25A6,2.34791252727955E-168,1.502023387911,0.488,0.198,1.1196490468838E-163,3
RPL37A1,1.59459832709442E-168,0.733842164640924,0.894,0.441,7.60416104241514E-164,4
DSTN,1.2279626192945E-168,2.24705480811847,0.367,0.136,5.85578534262968E-164,2
LMO4,1.08465383900218E-168,1.3296559249927,0.36,0.091,5.17238876204969E-164,5
RASD1,1.02663736508367E-168,5.33446923407815,0.277,0.009,4.89572560287448E-164,9
ATP5IF11,3.29637772546226E-169,2.13879206190262,0.442,0.203,1.57194364594119E-164,2
CD99,1.12066809245158E-169,1.47733279984273,0.324,0.078,5.34412993247385E-165,4
EPS8L2,6.24684103268908E-170,1.74937074613046,0.326,0.076,2.97893108325844E-165,5
SH2D4A,5.4277734233945E-170,1.38277049267288,0.269,0.051,2.58834231241413E-165,5
HLA-A,4.46973207712736E-170,0.809234991216095,0.879,0.426,2.13148113561972E-165,4
ODC1,4.10927990426495E-170,1.69330086591811,0.299,0.067,1.95959230794683E-165,4
GPRC5B,1.94007485714742E-170,4.70143073418315,0.294,0.01,9.2516349712789E-166,9
KRT19,1.19266392230046E-170,1.87980756136313,0.449,0.228,5.68745644627421E-166,0
GBP2,6.11839933345406E-171,1.34977910839344,0.375,0.1,2.91768109014424E-166,4
NLRC5,4.07347306413638E-171,1.60366077354852,0.306,0.069,1.94251710009472E-166,4
BTG1,4.11935645821062E-172,1.23725391211333,0.546,0.226,1.9643975142269E-167,3
NR3C1,3.52207513402668E-172,1.65831488481227,0.283,0.059,1.6795719691633E-167,4
LMNA,2.4652052139686E-172,2.20724575404841,0.396,0.119,1.1755824103852E-167,4
PTPRC,2.36442648746753E-172,1.16947848412524,0.481,0.173,1.12752405907864E-167,3
TACC1,2.33282334732826E-172,1.54307087749246,0.311,0.071,1.11245346964043E-167,4
TUBA1A1,1.24551406493542E-172,0.962836626134425,0.534,0.176,5.93948292145753E-168,4
CLINT1,1.02912384132617E-172,1.19097924395963,0.46,0.139,4.9075828621321E-168,5
ZC3HAV1,7.42783000899268E-173,1.50774466502713,0.339,0.083,3.54210929638834E-168,4
RPL12,5.45812197553223E-173,1.61564733824985,0.437,0.159,2.60281462647205E-168,3
ID2,1.88128847071801E-173,1.83556799193161,0.281,0.058,8.97130033031297E-169,4
CENPU,1.53851636749923E-173,4.07300106457573,0.323,0.012,7.33672300169357E-169,8
FLNA,1.21490189767303E-173,1.72480271101457,0.258,0.049,5.79350267943338E-169,4
LBH,1.1256175608005E-173,1.56311221766641,0.287,0.06,5.36773246218935E-169,4
CCNL2,5.06074847880693E-174,1.83569260641814,0.287,0.079,2.41331912708866E-169,1
RPS211,2.05079688235894E-174,0.743599611480233,0.804,0.352,9.77963509290507E-170,4
RPL131,7.81700177911151E-175,0.910165663852161,0.639,0.238,3.72769363840491E-170,4
NR4A3,5.76676597981345E-175,3.79360461939113,0.291,0.033,2.74999769279364E-170,7
RSRP1,5.25737251425968E-175,1.45753845129229,0.406,0.151,2.50708323087501E-170,1
RPS15A,3.99545047463539E-175,1.20971223111132,0.666,0.324,1.90531046783938E-170,3
HELLS,3.78544430016742E-175,3.56001650575705,0.435,0.023,1.80516482342084E-170,8
UBB1,9.24400618737541E-176,0.927387146244096,0.699,0.284,4.40818923057371E-171,4
CFAP36,4.01806755081854E-176,2.85363515777055,0.259,0.066,1.91609587295884E-171,2
RPL191,3.80557538468118E-176,0.767811753153062,0.926,0.475,1.81476473369291E-171,4
RPL13A1,1.19342192652876E-176,1.01157205861164,0.57,0.199,5.69107114103768E-172,4
MECOM,1.11834872982595E-176,1.58596060606732,0.272,0.051,5.33306958792101E-172,5
RPS29,7.64272269121231E-177,1.15912258549497,0.718,0.377,3.64458516975841E-172,3
RPS15A1,3.45363066995224E-177,0.674500454217272,0.792,0.323,1.64693285758012E-172,4
EHF,2.44161189235396E-177,1.10517793245199,0.417,0.111,1.16433146310683E-172,5
HEBP2,2.08197067412499E-177,1.35405520654605,0.311,0.066,9.92829355369986E-173,5
CXCR4,2.05970047528072E-177,2.28423547238278,0.251,0.054,9.82209365647115E-173,3
GSTP11,1.28830155606548E-177,1.60212113180586,0.56,0.296,6.14352363040945E-173,2
MCM2,5.58775548504039E-178,4.63797090478303,0.306,0.011,2.66463295815121E-173,8
NFKBIA1,2.72845728303571E-178,3.31739326871975,0.593,0.151,1.30111942456124E-173,7
FXYD31,1.95878985981125E-178,1.03744895381785,0.471,0.134,9.34088120448192E-174,5
RPLP1,1.87567477584217E-178,1.222964483969,0.661,0.337,8.94453030355858E-174,3
LCN2,1.63099359079476E-178,1.6138203108867,0.483,0.234,7.77771913642297E-174,0
RPL32,1.04954842029687E-178,1.38259101979519,0.584,0.267,5.00498155186971E-174,3
MT-CO3,5.37659512916618E-179,0.77916542590672,0.915,0.705,2.56393691924548E-174,1
RPS251,4.52885213244345E-179,0.899360161913764,0.629,0.231,2.15967371639831E-174,4
DNAI4,1.75658219451191E-179,1.16200095376434,0.276,0.066,8.37661351096895E-175,1
CYTIP1,1.60748990018598E-179,1.64288530648405,0.298,0.062,7.66563708701686E-175,4
S100A2,1.13070485477663E-179,5.00097512018932,0.423,0.019,5.39199224097333E-175,10
GYPC,1.09063730268847E-179,2.02963618693491,0.265,0.059,5.20092210533051E-175,3
RPL26,6.82268278997727E-180,1.3034697023163,0.636,0.308,3.25353274205646E-175,3
DYNLL1,6.01605174811808E-180,2.51105079697679,0.396,0.158,2.86887459712507E-175,2
NUCB21,4.10255617714747E-180,1.83863671936469,0.522,0.262,1.95638596419631E-175,2
MT-CO21,2.44242328637424E-181,0.648164933292111,0.966,0.871,1.16471839257328E-176,1
TMEM123,2.01994121771624E-181,1.16983615557689,0.486,0.152,9.63249368492344E-177,4
PRPF38B1,7.78443521835605E-182,1.2670366270009,0.494,0.161,3.71216362257745E-177,4
TRA2B1,1.08251312439069E-182,1.24780857869742,0.451,0.133,5.16218033628189E-178,4
ARPC21,1.06851755401743E-183,0.785190543368523,0.708,0.267,5.0954396598429E-179,4
RPL281,1.78147970326188E-184,0.850996914273251,0.711,0.269,8.49534226094492E-180,4
CENPE,1.01923509356176E-184,5.04600434725843,0.29,0.009,4.86042639066796E-180,8
LIMA1,8.82402564878561E-185,1.45156865228961,0.355,0.081,4.2079131111364E-180,5
PIGR1,7.02615048104852E-185,1.0644192580857,0.661,0.329,3.35056037989761E-180,2
DRAP11,4.40982935664266E-185,1.30766962383646,0.445,0.13,2.10291532530218E-180,4
CDKN1A,1.73979797615462E-185,3.38249647718336,0.36,0.049,8.29657460888855E-181,7
KIF11,1.47069447705046E-185,4.99946476562965,0.25,0.006,7.01330075271053E-181,8
SOD2,9.7719645713707E-186,3.93481302308155,0.478,0.092,4.65995674514954E-181,7
GRB2,5.07910691385945E-186,1.92363891682427,0.367,0.111,2.42207371401216E-181,3
CCL51,2.54399052638499E-186,2.64038884457693,0.377,0.102,1.21315276231721E-181,6
ANKRD11,9.10178222206684E-187,1.34675885825665,0.472,0.189,4.34036688823701E-182,1
MT-ND1,4.50319606178515E-187,0.756262479178682,0.958,0.825,2.14743910598348E-182,1
CFAP298-TCP10L,3.54826965763324E-187,2.79746451572899,0.314,0.094,1.69206335163556E-182,2
KMT2E1,6.88592918653807E-188,1.31745765919884,0.497,0.158,3.28369305118441E-183,4
ERAP2,6.44158339130113E-188,1.77260447701098,0.288,0.057,3.07179787180977E-183,4
RPL101,2.17412136324006E-188,0.817434938079443,0.674,0.246,1.03677325448829E-183,4
RPL36,1.69271180244761E-188,1.2771681962983,0.677,0.351,8.07203477233192E-184,3
ROCK11,1.50293772987913E-188,1.3607610631045,0.464,0.139,7.16705915247462E-184,4
DDX61,1.21007162815583E-188,1.41337410971067,0.439,0.128,5.77046857318669E-184,4
S100A82,1.08248257189382E-188,5.36938007281823,0.973,0.128,5.16203464059005E-184,10
GVINP1,3.3767641893058E-190,1.75125872471742,0.273,0.05,1.61027753895426E-185,4
SMIM14,2.17581863443184E-190,1.94460172249956,0.339,0.093,1.03758263220151E-185,3
YWHAB1,1.01420093586057E-190,0.971895576781656,0.644,0.236,4.83642000283829E-186,4
MCM6,3.90782592543014E-191,4.16875587929274,0.411,0.019,1.86352494905987E-186,8
ENSG00000277639,7.33935557040334E-192,1.41711325685195,0.254,0.054,3.49991849085824E-187,1
IFIT3,5.62442580128479E-192,1.64229737340214,0.368,0.086,2.68211993185868E-187,5
CCPG1,1.52272219356776E-192,1.20035754295918,0.528,0.163,7.26140532446657E-188,5
HMGB2,4.07156691186557E-193,1.36595069186797,0.436,0.12,1.94160811326134E-188,4
PNP,4.03038266665641E-193,2.12261392678557,0.267,0.048,1.92196858224844E-188,4
CALM2,3.43180050915556E-193,1.96922035387967,0.543,0.291,1.63652270880101E-188,2
RPS3,1.49409344716908E-193,1.34269660971963,0.631,0.294,7.12488342151519E-189,3
CEP162,1.00198138880897E-193,1.88847110608026,0.253,0.056,4.77814864881332E-189,1
RAB31,7.78591196910456E-194,2.24618759999885,0.268,0.057,3.71286784070689E-189,3
ARPC5,3.56471920218496E-194,1.89729059594957,0.432,0.148,1.69990764594594E-189,3
TSPAN13,3.15394485742195E-194,1.66021745687638,0.269,0.045,1.5040216841588E-189,5
RGS11,2.69685297723238E-194,1.09029154591367,0.475,0.132,1.2860482792528E-189,4
GDI2,2.01280974825056E-194,1.92505339362524,0.385,0.118,9.59848584648242E-190,3
KIT,1.69680695892219E-194,5.05694632472413,0.303,0.009,8.09156334501225E-190,9
HECA,1.26194339748915E-194,2.15484830416229,0.258,0.045,6.01782947960652E-190,4
RPL30,1.07583428767308E-194,1.24495548204447,0.691,0.352,5.1303309676266E-190,3
ACADVL,9.24284608747251E-195,1.78592174245854,0.304,0.08,4.40763601373302E-190,1
RPS20,3.74224950487588E-195,1.14192467751194,0.81,0.484,1.78456652139016E-190,3
HSPB1,3.18061292209091E-195,1.66965497303147,0.303,0.057,1.51673888415749E-190,5
B2M,2.35399048359457E-195,0.894968070409251,0.916,0.803,1.12254744191174E-190,2
SEPTIN71,9.11110177363389E-196,1.16020069565287,0.511,0.157,4.34481110279279E-191,4
PRR11,5.61320239840907E-196,4.23392727854565,0.282,0.008,2.67676782772934E-191,8
CDC42SE2,5.50999638524509E-196,1.67048970703862,0.304,0.061,2.62755197623183E-191,4
HSP90AA1,4.28699563868052E-196,1.3529365070225,0.938,0.627,2.04433961021758E-191,4
FEN1,1.44841052716351E-196,4.21739300136713,0.339,0.012,6.90703528088461E-192,8
CYFIP2,7.32074402672397E-197,1.83688710395122,0.276,0.05,3.49104320402386E-192,4
RPL301,3.40626224090207E-197,0.870788315831439,0.829,0.349,1.62434427481897E-192,4
APP,1.01501083072681E-197,1.53272597530564,0.311,0.059,4.84028214848694E-193,5
LGALS32,1.00288760691101E-197,1.10472442824379,0.672,0.244,4.78247013107654E-193,5
VIM2,1.83458401154563E-198,3.00898130141809,0.648,0.164,8.74858077585762E-194,7
EEF1D1,6.609149874308E-199,1.15112505618522,0.589,0.202,3.15170530056126E-194,4
RPS14,4.82200255004678E-199,1.16581845372564,0.781,0.438,2.29946835604081E-194,3
TUBA1A,4.01452299052001E-199,2.23227703792485,0.433,0.171,1.91440557848928E-194,2
ARF61,1.2470528499868E-199,1.3540439766527,0.446,0.123,5.94682092573203E-195,4
DSP,3.75462518586025E-200,1.33704421503598,0.41,0.099,1.79046811238118E-195,5
SMIM22,2.25227938478109E-200,2.92553558853921,0.277,0.067,1.07404447022056E-195,2
GPR183,1.70320060582229E-200,3.59229941574108,0.379,0.05,8.12205272898476E-196,7
S100A13,1.00232350859021E-200,1.2606585281718,0.453,0.118,4.77978011541412E-196,5
AMACR,9.6926136246138E-201,5.59308365250985,0.361,0.013,4.62211665916958E-196,9
EXOC7,5.49228986233142E-201,1.99103086360857,0.294,0.074,2.61910826664998E-196,1
APOL6,3.47782131433314E-201,1.53460253018348,0.414,0.108,1.65846865016604E-196,4
IKZF2,2.00048543745028E-201,1.77095637619893,0.323,0.067,9.53971490556914E-197,4
RPL31,1.39993639154522E-201,1.17839821698455,0.779,0.448,6.67587667036169E-197,3
S100A81,1.00963799256831E-201,0.838237971405849,0.432,0.104,4.8146606951605E-197,5
IFI271,7.54273049393806E-203,1.35387965986639,0.508,0.146,3.59690189064424E-198,5
LDLRAD1,4.56782229979644E-203,1.3170346177259,0.283,0.063,2.17825742010393E-198,1
CYTIP,3.6020032430947E-203,2.32520396644022,0.274,0.057,1.71768728653457E-198,3
SEMA4D,2.85597663709974E-203,2.09090416828312,0.255,0.041,1.36192957893375E-198,4
HSBP1,1.57185166328724E-203,2.57010177682332,0.35,0.108,7.49568902671786E-199,2
RPGR,9.85090437289568E-204,1.92476148763312,0.261,0.056,4.69760076830276E-199,1
RRAD,4.47208004401623E-204,1.24859725865565,0.3,0.07,2.13260081059002E-199,1
RPL5,3.4261180176605E-204,1.38409314585453,0.606,0.266,1.63381289908176E-199,3
SRSF71,7.6114440228242E-205,1.35306637099259,0.552,0.18,3.62966931116418E-200,4
DUSP1,6.66469991721237E-205,1.32915847957897,0.526,0.16,3.17819544952106E-200,4
CTSB,4.41673364635114E-205,1.33163898024733,0.506,0.146,2.10620777393547E-200,5
CHASERR,8.19236634698863E-206,1.43817835917186,0.446,0.122,3.90669373988847E-201,4
RPL35,5.20140331520114E-206,1.44369014432857,0.629,0.287,2.48039319891997E-201,3
IK,4.89831437896841E-206,1.24620379572713,0.497,0.19,2.33585917789867E-201,1
PFN11,2.29377827046909E-206,1.13244359367418,0.559,0.172,1.09383404383859E-201,4
LSP1,6.89421804665479E-207,2.15006866358349,0.332,0.083,3.28764575990827E-202,3
PFN1,5.26790893274087E-207,1.69643604014676,0.481,0.17,2.51210773275614E-202,3
ARHGEF1,2.60840370106001E-207,1.67205065855938,0.345,0.074,1.24386947292448E-202,4
PGD,1.86816865787055E-207,1.85457256245047,0.293,0.052,8.90873587878729E-203,5
CDC42SE1,9.41494394839044E-208,1.80560866705834,0.316,0.063,4.48970432066895E-203,4
ADGRF1,2.85786860336339E-208,1.41009572639256,0.404,0.093,1.3628318008859E-203,5
CTSD1,2.03102187139551E-208,1.23745747129763,0.601,0.199,9.68533399812379E-204,5
C9orf78,8.93158740937589E-209,1.69359419039271,0.36,0.081,4.25920608790908E-204,4
STK41,5.10299369597954E-209,1.42599062107685,0.426,0.109,2.43346460380176E-204,4
RND3,6.85396114279878E-210,1.74862036369912,0.277,0.044,3.26844845016646E-205,5
C15orf48,4.31814932296182E-210,1.30595341581133,0.397,0.088,2.0591958676408E-205,5
GYPC1,6.15424800992433E-211,1.87792844516354,0.315,0.061,2.93477624849262E-206,4
NCKAP1L,1.44375287879505E-212,2.42466041620742,0.269,0.052,6.88482435310996E-208,3
TRIM29,8.57815178183521E-213,1.85592489603754,0.277,0.044,4.09066324020376E-208,5
PIBF1,5.13254158746867E-213,1.95672135884888,0.272,0.059,2.44755510681618E-208,1
UPF3B,4.09121583887626E-213,2.06927717835722,0.306,0.077,1.95097809708492E-208,1
RSPH4A,2.60074788043871E-213,0.943020964809343,0.335,0.08,1.24021864174481E-208,1
ORAI2,4.13409434370199E-215,2.41535715172857,0.274,0.055,1.97142556968117E-210,3
RPS31,1.126002860032E-215,0.974382410416341,0.766,0.292,5.3695698386346E-211,4
RPS8,1.17531247975323E-216,1.35042581322824,0.756,0.434,5.6047126221992E-212,3
H1-5,1.0265168896879E-216,5.11398367017275,0.29,0.007,4.8951510918547E-212,8
SRRM2,7.64166988616948E-217,1.25547146576435,0.582,0.252,3.64408311861764E-212,1
CD632,5.57352731730003E-217,1.24742946435859,0.673,0.239,2.65784797180087E-212,5
ENSG000002776391,4.98740018402156E-217,3.00514802532564,0.262,0.054,2.37834152575436E-212,2
PRDX11,5.76645179944491E-218,1.87325261968016,0.541,0.246,2.74984786960129E-213,2
ISG20,2.18070628520782E-218,1.72293774206583,0.387,0.089,1.03991340622705E-213,4
CSTA,1.58597134533022E-218,5.72941994518367,0.559,0.029,7.56302155447624E-214,10
RPS19,1.09118571231051E-218,1.36454386732326,0.708,0.357,5.20353730629511E-214,3
